gene,drug,interaction
1,1,1
2,2,1
4,4,1
5,5,1
6,6,1
7,7,1
9,9,1
10,10,1
11,11,1
5,12,1
12,13,1
14,15,1
15,16,1
17,18,1
19,20,1
20,21,1
21,22,1
22,23,1
23,24,1
24,25,1
25,3,1
26,26,1
27,27,1
28,29,1
30,31,1
32,32,1
34,34,1
35,35,1
36,36,1
38,38,1
40,40,1
41,41,1
42,42,1
46,46,1
47,47,1
49,49,1
50,50,1
51,51,1
52,52,1
53,53,1
39,54,1
54,55,1
55,56,1
56,57,1
34,58,1
57,59,1
58,60,1
60,62,1
61,63,1
62,64,1
63,65,1
64,66,1
65,67,1
66,69,1
52,70,1
27,72,1
68,73,1
69,74,1
70,75,1
39,76,1
71,78,1
72,79,1
73,80,1
74,81,1
52,83,1
76,73,1
78,85,1
61,86,1
11,87,1
80,88,1
81,89,1
84,91,1
85,92,1
87,94,1
89,96,1
91,98,1
92,99,1
95,26,1
96,103,1
98,90,1
99,105,1
82,106,1
100,107,1
27,108,1
101,109,1
11,110,1
102,111,1
103,112,1
81,113,1
105,115,1
106,116,1
38,117,1
61,118,1
17,119,1
107,120,1
73,121,1
109,122,1
110,123,1
112,59,1
113,126,1
114,127,1
115,128,1
116,129,1
117,130,1
11,131,1
15,132,1
118,59,1
119,133,1
120,134,1
121,135,1
122,136,1
125,139,1
126,140,1
124,141,1
45,142,1
6,143,1
61,144,1
127,145,1
128,79,1
129,146,1
130,147,1
131,148,1
132,149,1
133,149,1
93,150,1
55,150,1
63,85,1
134,85,1
63,151,1
53,153,1
7,154,1
135,154,1
135,155,1
137,156,1
137,157,1
138,158,1
85,143,1
37,160,1
140,161,1
141,162,1
142,162,1
143,162,1
144,163,1
20,164,1
59,165,1
130,164,1
73,165,1
79,166,1
145,67,1
73,61,1
82,61,1
27,167,1
146,80,1
147,80,1
16,168,1
147,108,1
42,169,1
148,170,1
39,171,1
16,172,1
139,173,1
149,173,1
150,173,1
151,173,1
152,174,1
153,174,1
77,174,1
155,174,1
101,175,1
101,176,1
92,177,1
104,177,1
152,178,1
67,114,1
92,114,1
157,119,1
32,119,1
154,179,1
13,180,1
158,181,1
159,182,1
160,183,1
161,184,1
162,185,1
163,184,1
164,185,1
165,185,1
166,186,1
167,186,1
168,186,1
169,186,1
170,186,1
50,187,1
171,82,1
173,82,1
176,188,1
177,44,1
179,190,1
180,191,1
181,190,1
182,192,1
67,193,1
44,194,1
119,194,1
183,194,1
75,195,1
184,195,1
186,195,1
188,198,1
189,199,1
190,200,1
191,201,1
192,202,1
4,203,1
81,204,1
193,205,1
195,206,1
196,207,1
53,208,1
197,97,1
155,97,1
101,97,1
198,97,1
77,97,1
104,97,1
199,209,1
176,210,1
200,212,1
201,213,1
117,214,1
81,217,1
203,218,1
52,220,1
204,221,1
205,222,1
207,223,1
208,224,1
77,218,1
104,218,1
209,225,1
210,226,1
211,227,1
99,228,1
212,229,1
55,88,1
78,88,1
70,77,1
93,230,1
68,230,1
134,230,1
63,230,1
132,230,1
55,77,1
80,77,1
215,232,1
216,233,1
217,234,1
16,235,1
62,236,1
65,236,1
219,237,1
220,49,1
221,49,1
120,238,1
222,49,1
223,49,1
224,238,1
114,238,1
225,239,1
226,240,1
227,241,1
228,242,1
74,243,1
114,243,1
229,244,1
137,245,1
17,245,1
160,246,1
32,245,1
230,100,1
139,247,1
231,248,1
232,249,1
39,251,1
233,252,1
234,253,1
235,254,1
61,254,1
79,255,1
232,257,1
237,257,1
80,95,1
132,95,1
93,95,1
238,259,1
239,260,1
240,261,1
241,262,1
16,263,1
243,265,1
244,266,1
245,267,1
116,268,1
246,269,1
248,271,1
249,272,1
35,273,1
250,274,1
251,275,1
213,276,1
134,276,1
252,277,1
253,112,1
63,278,1
254,280,1
68,13,1
172,283,1
256,284,1
257,285,1
82,286,1
258,287,1
20,288,1
260,292,1
261,293,1
262,294,1
263,296,1
123,297,1
123,298,1
123,299,1
123,300,1
264,301,1
74,302,1
23,303,1
24,302,1
266,308,1
81,309,1
267,310,1
268,311,1
81,313,1
269,314,1
11,315,1
11,316,1
105,318,1
271,319,1
161,320,1
105,321,1
259,322,1
272,323,1
273,324,1
18,325,1
18,326,1
17,327,1
18,329,1
140,330,1
274,331,1
275,332,1
277,334,1
279,64,1
280,336,1
145,68,1
73,68,1
130,293,1
62,293,1
73,106,1
145,64,1
261,337,1
59,64,1
20,338,1
51,286,1
261,339,1
281,340,1
282,340,1
283,341,1
284,342,1
285,343,1
92,344,1
152,345,1
153,345,1
104,347,1
154,345,1
77,347,1
156,347,1
155,347,1
101,349,1
77,349,1
286,64,1
287,64,1
288,64,1
289,350,1
290,352,1
291,351,1
292,353,1
230,354,1
102,355,1
293,356,1
291,357,1
214,358,1
294,359,1
199,361,1
295,361,1
291,362,1
296,363,1
50,364,1
