gene,drug,interaction
0,0,1
1,1,1
2,2,1
3,3,1
4,4,1
5,5,1
6,6,1
7,7,1
8,8,1
9,9,1
10,10,1
11,11,1
5,12,1
12,13,1
13,14,1
15,16,1
16,17,1
17,18,1
18,19,1
19,20,1
20,21,1
21,22,1
22,23,1
23,24,1
24,25,1
16,28,1
28,29,1
29,30,1
30,31,1
31,3,1
33,33,1
34,34,1
35,35,1
36,36,1
37,37,1
38,38,1
39,39,1
40,40,1
41,41,1
43,43,1
44,44,1
45,45,1
46,46,1
47,47,1
48,48,1
50,50,1
51,51,1
52,52,1
53,53,1
39,54,1
54,55,1
55,56,1
56,57,1
34,58,1
57,59,1
58,60,1
59,61,1
60,62,1
61,63,1
63,65,1
64,66,1
51,68,1
66,69,1
52,70,1
67,71,1
27,72,1
69,74,1
70,75,1
39,76,1
12,77,1
67,63,1
71,78,1
72,79,1
73,80,1
75,82,1
52,83,1
76,73,1
77,84,1
78,85,1
79,80,1
80,88,1
81,89,1
82,27,1
83,90,1
84,91,1
85,92,1
86,93,1
87,94,1
88,95,1
89,96,1
90,97,1
91,98,1
92,99,1
93,100,1
16,101,1
94,102,1
95,26,1
97,104,1
98,90,1
99,105,1
82,106,1
100,107,1
27,108,1
101,109,1
11,110,1
82,84,1
102,111,1
81,113,1
104,114,1
106,116,1
38,117,1
61,118,1
73,121,1
108,59,1
109,122,1
110,123,1
13,124,1
111,125,1
112,59,1
113,126,1
114,127,1
115,128,1
116,129,1
117,130,1
11,131,1
118,59,1
119,133,1
120,134,1
121,135,1
122,136,1
123,137,1
124,138,1
126,140,1
124,141,1
45,142,1
6,143,1
127,145,1
128,79,1
129,146,1
130,147,1
131,148,1
132,149,1
133,149,1
55,150,1
63,85,1
134,85,1
63,151,1
78,152,1
135,154,1
136,153,1
135,155,1
137,156,1
18,157,1
139,159,1
37,160,1
140,161,1
143,162,1
144,163,1
20,164,1
59,164,1
59,165,1
130,164,1
73,165,1
79,166,1
145,67,1
82,61,1
146,80,1
16,168,1
62,80,1
147,108,1
42,169,1
148,170,1
39,171,1
16,172,1
139,173,1
149,173,1
150,173,1
151,173,1
13,173,1
152,174,1
153,174,1
77,174,1
154,174,1
155,174,1
154,175,1
156,175,1
104,176,1
101,175,1
92,177,1
104,177,1
67,114,1
92,114,1
157,119,1
32,119,1
13,180,1
158,181,1
160,183,1
161,184,1
162,185,1
163,184,1
164,185,1
166,186,1
167,186,1
169,186,1
172,82,1
174,82,1
175,188,1
176,188,1
177,44,1
178,189,1
179,190,1
182,192,1
44,194,1
119,194,1
44,120,1
183,194,1
184,195,1
185,196,1
186,195,1
187,197,1
188,198,1
189,199,1
191,201,1
192,202,1
4,203,1
194,90,1
195,206,1
196,207,1
53,208,1
197,97,1
101,97,1
198,97,1
77,97,1
176,210,1
69,211,1
201,213,1
117,214,1
191,215,1
202,216,1
81,217,1
114,214,1
203,218,1
117,219,1
205,222,1
206,221,1
208,224,1
77,218,1
193,218,1
155,218,1
209,225,1
210,226,1
99,228,1
132,88,1
78,88,1
70,77,1
134,77,1
213,77,1
93,230,1
214,231,1
68,230,1
132,77,1
132,230,1
216,233,1
16,235,1
218,236,1
62,236,1
65,236,1
73,236,1
219,237,1
149,49,1
220,49,1
221,49,1
120,238,1
223,49,1
224,238,1
114,238,1
227,241,1
74,242,1
228,242,1
74,243,1
114,243,1
229,244,1
17,245,1
160,246,1
32,245,1
230,100,1
139,247,1
98,247,1
231,248,1
232,249,1
161,250,1
39,251,1
233,252,1
235,254,1
61,254,1
236,256,1
232,257,1
237,257,1
80,95,1
93,95,1
129,258,1
238,259,1
240,261,1
242,264,1
244,266,1
245,267,1
116,268,1
246,269,1
247,270,1
248,271,1
35,273,1
250,274,1
251,275,1
213,276,1
134,276,1
252,277,1
253,112,1
63,278,1
88,279,1
134,281,1
255,282,1
68,13,1
172,283,1
257,285,1
82,286,1
258,287,1
20,288,1
62,21,1
259,289,1
51,64,1
82,290,1
85,291,1
260,292,1
262,294,1
33,295,1
263,296,1
123,297,1
123,298,1
123,299,1
123,300,1
23,303,1
265,304,1
136,305,1
117,306,1
114,307,1
114,306,1
81,309,1
267,312,1
269,314,1
11,316,1
270,317,1
105,318,1
271,319,1
161,320,1
259,322,1
273,324,1
18,325,1
18,326,1
17,327,1
237,328,1
18,329,1
274,331,1
275,332,1
276,333,1
277,334,1
278,335,1
279,64,1
280,336,1
145,68,1
130,68,1
73,68,1
62,293,1
73,337,1
73,106,1
27,337,1
146,64,1
218,337,1
59,337,1
20,64,1
59,64,1
20,338,1
51,286,1
283,341,1
284,342,1
285,343,1
101,63,1
92,344,1
152,345,1
153,345,1
153,346,1
104,347,1
154,345,1
155,347,1
156,348,1
286,64,1
287,64,1
288,64,1
289,350,1
85,351,1
291,351,1
292,353,1
230,354,1
214,358,1
294,359,1
295,360,1
199,361,1
295,361,1
291,362,1
296,363,1
177,365,1
297,170,1
298,170,1
299,170,1
300,170,1
301,170,1
37,366,1
272,367,1
33,368,1
85,369,1
302,370,1
303,26,1
148,26,1
304,371,1
301,371,1
96,371,1
300,371,1
306,371,1
216,372,1
307,373,1
308,372,1
309,373,1
310,373,1
253,374,1
311,283,1
185,375,1
312,377,1
313,381,1
117,382,1
315,384,1
208,386,1
318,388,1
193,7,1
255,7,1
214,389,1
130,390,1
320,391,1
310,392,1
8,393,1
321,394,1
322,395,1
323,396,1
324,395,1
325,395,1
326,397,1
110,398,1
327,399,1
82,288,1
130,288,1
328,400,1
329,401,1
330,402,1
331,402,1
333,404,1
334,405,1
335,406,1
216,407,1
337,410,1
338,411,1
15,414,1
17,415,1
313,416,1
341,417,1
342,418,1
290,420,1
343,421,1
344,422,1
89,423,1
294,424,1
345,425,1
346,426,1
217,427,1
347,428,1
348,429,1
349,430,1
310,432,1
351,433,1
352,433,1
353,434,1
354,435,1
145,436,1
139,438,1
356,439,1
357,440,1
358,441,1
139,441,1
359,443,1
134,278,1
78,278,1
63,444,1
132,278,1
360,445,1
245,446,1
361,447,1
362,448,1
363,448,1
364,448,1
365,448,1
366,448,1
367,448,1
262,449,1
372,453,1
373,3,1
374,3,1
375,3,1
376,3,1
133,73,1
247,454,1
216,455,1
183,457,1
379,458,1
381,461,1
12,279,1
210,462,1
213,279,1
133,464,1
80,465,1
132,465,1
383,466,1
384,466,1
385,466,1
386,467,1
145,21,1
56,469,1
388,470,1
34,471,1
389,162,1
216,473,1
390,474,1
391,475,1
246,477,1
228,477,1
392,479,1
393,479,1
394,480,1
101,84,1
395,480,1
396,481,1
398,483,1
400,484,1
401,485,1
27,51,1
132,486,1
63,486,1
79,153,1
402,173,1
145,487,1
78,488,1
290,489,1
403,162,1
158,490,1
69,192,1
81,492,1
404,494,1
37,495,1
170,496,1
39,497,1
314,498,1
405,499,1
311,500,1
94,194,1
406,501,1
37,502,1
55,503,1
52,504,1
310,505,1
254,506,1
408,97,1
54,155,1
16,507,1
409,508,1
221,59,1
411,509,1
246,238,1
63,511,1
183,44,1
146,106,1
412,185,1
413,513,1
176,514,1
414,506,1
415,515,1
384,517,1
39,518,1
416,519,1
417,520,1
77,193,1
77,177,1
119,187,1
88,152,1
132,75,1
320,523,1
82,80,1
358,159,1
420,524,1
81,525,1
152,84,1
404,526,1
79,487,1
44,187,1
421,527,1
44,528,1
69,181,1
216,149,1
52,530,1
423,531,1
52,532,1
424,533,1
316,534,1
425,535,1
426,536,1
22,537,1
117,504,1
427,497,1
11,541,1
89,542,1
5,543,1
428,496,1
429,496,1
259,544,1
168,496,1
430,517,1
76,152,1
213,151,1
134,151,1
431,151,1
54,154,1
138,545,1
323,547,1
257,547,1
257,548,1
232,549,1
432,550,1
237,550,1
137,158,1
38,552,1
433,553,1
433,554,1
98,71,1
434,555,1
398,483,1
435,162,1
436,162,1
437,556,1
261,487,1
73,487,1
65,487,1
62,487,1
218,165,1
218,487,1
65,166,1
79,51,1
42,51,1
146,493,1
51,493,1
62,153,1
65,153,1
20,153,1
218,67,1
27,67,1
59,167,1
73,167,1
146,167,1
261,167,1
42,167,1
59,106,1
62,106,1
261,106,1
146,557,1
147,557,1
51,557,1
218,557,1
65,557,1
261,557,1
62,169,1
27,169,1
59,169,1
145,169,1
438,558,1
439,519,1
284,559,1
378,520,1
417,107,1
154,561,1
77,71,1
153,560,1
67,560,1
67,178,1
77,562,1
67,562,1
153,562,1
104,562,1
67,564,1
92,566,1
101,563,1
154,563,1
156,567,1
153,567,1
153,114,1
101,114,1
441,568,1
156,569,1
61,521,1
71,181,1
36,71,1
397,184,1
58,571,1
443,185,1
444,572,1
445,184,1
446,184,1
447,185,1
448,185,1
449,185,1
37,573,1
450,62,1
11,574,1
308,473,1
172,575,1
451,577,1
107,44,1
119,491,1
452,103,1
85,578,1
453,579,1
319,580,1
272,115,1
22,581,1
45,582,1
85,584,1
454,585,1
294,585,1
119,528,1
456,587,1
175,586,1
94,528,1
457,588,1
169,120,1
183,120,1
458,195,1
459,195,1
85,116,1
307,589,1
313,590,1
460,591,1
444,592,1
192,593,1
444,594,1
81,595,1
189,596,1
256,599,1
461,600,1
4,601,1
463,97,1
53,602,1
464,97,1
205,603,1
465,604,1
466,604,1
84,605,1
307,606,1
253,607,1
467,608,1
468,609,1
469,610,1
127,611,1
472,614,1
113,616,1
21,616,1
474,617,1
475,618,1
476,615,1
477,615,1
82,42,1
145,42,1
86,619,1
250,620,1
199,623,1
481,624,1
252,626,1
485,629,1
486,630,1
487,630,1
488,632,1
307,633,1
350,630,1
489,630,1
490,634,1
323,635,1
491,242,1
492,242,1
257,635,1
123,636,1
14,637,1
399,506,1
262,638,1
48,639,1
239,640,1
146,72,1
352,125,1
494,642,1
495,643,1
145,84,1
154,84,1
20,84,1
130,84,1
261,84,1
245,644,1
76,645,1
496,646,1
497,645,1
88,100,1
133,100,1
358,647,1
498,648,1
499,649,1
16,251,1
500,650,1
78,511,1
76,503,1
93,503,1
70,503,1
213,503,1
145,255,1
199,651,1
61,652,1
63,95,1
78,75,1
431,75,1
76,75,1
133,75,1
68,75,1
12,488,1
441,653,1
70,488,1
74,654,1
76,488,1
24,655,1
205,656,1
501,523,1
502,657,1
240,660,1
505,661,1
506,662,1
52,70,1
507,663,1
498,664,1
508,665,1
249,666,1
509,667,1
201,668,1
510,59,1
511,669,1
512,670,1
194,59,1
223,59,1
513,671,1
151,59,1
49,59,1
514,672,1
88,276,1
63,276,1
12,276,1
515,673,1
101,99,1
218,84,1
323,674,1
323,675,1
104,565,1
145,557,1
516,674,1
268,116,1
517,634,1
146,487,1
201,538,1
315,677,1
73,42,1
78,151,1
200,678,1
80,230,1
216,651,1
257,679,1
76,100,1
51,487,1
101,561,1
154,178,1
518,681,1
519,630,1
520,682,1
521,116,1
67,561,1
344,685,1
153,175,1
240,687,1
120,688,1
153,689,1
16,171,1
283,690,1
523,691,1
524,626,1
79,108,1
39,692,1
83,693,1
194,173,1
525,694,1
355,695,1
116,696,1
61,697,1
526,559,1
156,563,1
82,169,1
14,699,1
316,700,1
39,507,1
101,566,1
529,702,1
530,703,1
76,88,1
532,707,1
153,178,1
134,488,1
384,79,1
534,710,1
126,565,1
426,715,1
536,716,1
454,717,1
61,718,1
61,718,1
61,721,1
131,722,1
80,149,1
63,149,1
134,150,1
213,150,1
55,85,1
133,85,1
69,143,1
93,151,1
80,152,1
136,154,1
193,153,1
255,154,1
193,155,1
157,157,1
138,157,1
38,553,1
537,520,1
37,725,1
540,162,1
541,162,1
544,162,1
545,162,1
546,162,1
144,727,1
42,165,1
20,67,1
59,67,1
79,167,1
145,61,1
218,61,1
147,61,1
130,80,1
59,80,1
51,80,1
65,80,1
62,557,1
39,728,1
547,169,1
328,729,1
548,173,1
104,71,1
104,560,1
77,99,1
152,99,1
104,99,1
154,176,1
77,176,1
152,175,1
67,175,1
155,176,1
155,175,1
153,176,1
77,178,1
155,178,1
155,179,1
18,119,1
104,179,1
118,180,1
85,181,1
345,181,1
550,732,1
186,82,1
458,82,1
169,733,1
552,707,1
553,707,1
553,500,1
167,44,1
50,491,1
554,734,1
555,735,1
345,192,1
176,192,1
556,736,1
155,193,1
167,120,1
557,116,1
192,737,1
558,738,1
316,739,1
559,200,1
77,740,1
560,741,1
561,742,1
562,743,1
7,205,1
153,90,1
135,208,1
53,746,1
154,97,1
565,97,1
566,97,1
567,97,1
568,97,1
569,97,1
570,97,1
571,97,1
572,97,1
573,97,1
574,747,1
575,747,1
45,748,1
71,490,1
291,505,1
345,490,1
310,211,1
85,211,1
253,210,1
6,211,1
138,214,1
266,749,1
438,751,1
577,221,1
578,753,1
199,754,1
131,755,1
133,88,1
333,756,1
213,230,1
55,230,1
93,77,1
579,612,1
580,757,1
581,758,1
340,759,1
527,760,1
582,761,1
583,762,1
115,763,1
491,127,1
146,236,1
402,49,1
194,49,1
418,49,1
150,49,1
24,238,1
380,764,1
584,238,1
581,765,1
585,630,1
586,242,1
588,488,1
290,766,1
127,767,1
157,768,1
20,72,1
589,769,1
194,647,1
590,770,1
469,770,1
237,249,1
323,771,1
397,494,1
66,250,1
84,773,1
591,774,1
140,775,1
356,776,1
593,778,1
594,779,1
595,780,1
596,781,1
597,782,1
598,785,1
307,786,1
599,787,1
582,788,1
475,789,1
601,791,1
602,271,1
396,793,1
199,794,1
120,797,1
13,59,1
358,59,1
606,798,1
293,111,1
607,799,1
341,800,1
421,112,1
51,106,1
381,801,1
84,802,1
438,803,1
155,177,1
126,804,1
140,565,1
312,805,1
609,806,1
610,265,1
126,807,1
147,166,1
529,808,1
79,106,1
160,809,1
61,539,1
612,185,1
291,211,1
424,810,1
614,603,1
27,42,1
499,812,1
52,813,1
361,814,1
57,173,1
615,520,1
616,277,1
167,528,1
601,815,1
369,816,1
56,817,1
617,818,1
618,819,1
61,820,1
619,821,1
621,822,1
156,71,1
144,824,1
623,186,1
104,193,1
134,75,1
372,126,1
176,826,1
22,827,1
135,205,1
548,49,1
78,149,1
73,108,1
626,269,1
78,230,1
626,242,1
213,95,1
627,828,1
65,165,1
261,80,1
628,829,1
261,67,1
2,97,1
629,830,1
481,831,1
12,230,1
608,832,1
630,833,1
146,164,1
631,538,1
27,834,1
24,835,1
124,836,1
65,51,1
67,218,1
420,837,1
68,152,1
52,839,1
154,560,1
123,840,1
423,841,1
52,842,1
123,843,1
211,844,1
199,845,1
18,697,1
14,847,1
316,848,1
45,849,1
604,850,1
599,851,1
599,851,1
22,852,1
83,853,1
632,854,1
81,857,1
11,858,1
11,859,1
11,861,1
634,143,1
161,526,1
392,496,1
272,863,1
105,863,1
105,865,1
383,517,1
81,723,1
